ResponseID,Mode,gender,age,Stimulus,RecommendationFollowed
R_1IT4EJmWC0jzbKK,Auditory,2,32,toaster,0
R_1ITtpIsiUJuFfLc,DisappearingVisual,1,38,brownies,0
R_1ITtpIsiUJuFfLc,DisappearingVisual,1,38,hotel,0
R_1ITtpIsiUJuFfLc,DisappearingVisual,1,38,shampoo,1
R_1ITtpIsiUJuFfLc,DisappearingVisual,1,38,toaster,1
R_1IWxOsciaWamhFM,PermanentVisual,1,28,brownies,0
R_1IWxOsciaWamhFM,PermanentVisual,1,28,hotel,1
R_1IWxOsciaWamhFM,PermanentVisual,1,28,shampoo,0
R_1IWxOsciaWamhFM,PermanentVisual,1,28,toaster,0
R_1IxXTLwikIFYY2v,PermanentVisual,2,64,brownies,0
R_1IxXTLwikIFYY2v,PermanentVisual,2,64,hotel,0
R_1IxXTLwikIFYY2v,PermanentVisual,2,64,shampoo,0
R_1IxXTLwikIFYY2v,PermanentVisual,2,64,toaster,1
R_1IxZluPJzrGFmLj,DisappearingVisual,1,26,brownies,1
R_1IxZluPJzrGFmLj,DisappearingVisual,1,26,hotel,1
R_1IxZluPJzrGFmLj,DisappearingVisual,1,26,shampoo,1
R_1IxZluPJzrGFmLj,DisappearingVisual,1,26,toaster,1
R_1Iz4BDDJrkyepX8,PermanentVisual,1,28,brownies,1
R_1Iz4BDDJrkyepX8,PermanentVisual,1,28,hotel,0
R_1Iz4BDDJrkyepX8,PermanentVisual,1,28,shampoo,0
R_1Iz4BDDJrkyepX8,PermanentVisual,1,28,toaster,0
R_1Iz4PYcEOF0uL2Q,PermanentVisual,2,62,brownies,0
R_1Iz4PYcEOF0uL2Q,PermanentVisual,2,62,hotel,1
R_1Iz4PYcEOF0uL2Q,PermanentVisual,2,62,shampoo,0
R_1Iz4PYcEOF0uL2Q,PermanentVisual,2,62,toaster,1
R_1IZb7tr4fMpaEyO,PermanentVisual,2,62,brownies,0
R_1IZb7tr4fMpaEyO,PermanentVisual,2,62,hotel,0
R_1IZb7tr4fMpaEyO,PermanentVisual,2,62,shampoo,0
R_1IZb7tr4fMpaEyO,PermanentVisual,2,62,toaster,0
R_1IzVbnFUn8GB5ve,DisappearingVisual,1,51,brownies,0
R_1IzVbnFUn8GB5ve,DisappearingVisual,1,51,hotel,1
R_1IzVbnFUn8GB5ve,DisappearingVisual,1,51,shampoo,1
R_1IzVbnFUn8GB5ve,DisappearingVisual,1,51,toaster,1
R_1IzvP7krvHnnIGd,Auditory,1,43,brownies,0
R_1IzvP7krvHnnIGd,Auditory,1,43,hotel,1
R_1IzvP7krvHnnIGd,Auditory,1,43,shampoo,0
R_1IzvP7krvHnnIGd,Auditory,1,43,toaster,1
R_1j6vYHsUI4KxvqM,DisappearingVisual,1,39,brownies,1
R_1j6vYHsUI4KxvqM,DisappearingVisual,1,39,hotel,0
R_1j6vYHsUI4KxvqM,DisappearingVisual,1,39,shampoo,1
R_1j6vYHsUI4KxvqM,DisappearingVisual,1,39,toaster,1
R_1j6XBJ6cUTFlEAx,PermanentVisual,2,70,brownies,0
R_1j6XBJ6cUTFlEAx,PermanentVisual,2,70,hotel,1
R_1j6XBJ6cUTFlEAx,PermanentVisual,2,70,shampoo,0
R_1j6XBJ6cUTFlEAx,PermanentVisual,2,70,toaster,0
R_1j70yW4stgJmNi1,DisappearingVisual,1,25,brownies,1
R_1j70yW4stgJmNi1,DisappearingVisual,1,25,hotel,1
R_1j70yW4stgJmNi1,DisappearingVisual,1,25,shampoo,1
R_1j70yW4stgJmNi1,DisappearingVisual,1,25,toaster,1
R_1j7aJFA6Cu9By7v,PermanentVisual,2,53,brownies,1
R_1j7aJFA6Cu9By7v,PermanentVisual,2,53,hotel,1
R_1j7aJFA6Cu9By7v,PermanentVisual,2,53,shampoo,1
R_1j7aJFA6Cu9By7v,PermanentVisual,2,53,toaster,1
R_1j85NJ8niA4PW0v,DisappearingVisual,1,30,brownies,1
R_1j85NJ8niA4PW0v,DisappearingVisual,1,30,hotel,1
R_1j85NJ8niA4PW0v,DisappearingVisual,1,30,shampoo,1
R_1j85NJ8niA4PW0v,DisappearingVisual,1,30,toaster,1
R_1jBtiiVcGte2347,DisappearingVisual,2,59,brownies,0
R_1jBtiiVcGte2347,DisappearingVisual,2,59,hotel,0
R_1jBtiiVcGte2347,DisappearingVisual,2,59,shampoo,0
R_1jBtiiVcGte2347,DisappearingVisual,2,59,toaster,0
R_1JCJsEmgooKgk5E,DisappearingVisual,2,32,brownies,1
R_1JCJsEmgooKgk5E,DisappearingVisual,2,32,hotel,0
R_1JCJsEmgooKgk5E,DisappearingVisual,2,32,shampoo,0
R_1JCJsEmgooKgk5E,DisappearingVisual,2,32,toaster,0
R_1jd0ehk1ctO1mq6,DisappearingVisual,2,28,brownies,0
R_1jd0ehk1ctO1mq6,DisappearingVisual,2,28,hotel,1
R_1jd0ehk1ctO1mq6,DisappearingVisual,2,28,shampoo,0
R_1jd0ehk1ctO1mq6,DisappearingVisual,2,28,toaster,0
R_1JDvBTBddrPcvIc,Auditory,1,49,brownies,1
R_1JDvBTBddrPcvIc,Auditory,1,49,hotel,0
R_1JDvBTBddrPcvIc,Auditory,1,49,shampoo,0
R_1JDvBTBddrPcvIc,Auditory,1,49,toaster,0
R_1JDviKPqjVWXZgZ,PermanentVisual,2,26,brownies,1
R_1JDviKPqjVWXZgZ,PermanentVisual,2,26,hotel,1
R_1JDviKPqjVWXZgZ,PermanentVisual,2,26,shampoo,1
R_1JDviKPqjVWXZgZ,PermanentVisual,2,26,toaster,0
R_1JDX3Z9l9gsju4x,DisappearingVisual,1,34,brownies,0
R_1JDX3Z9l9gsju4x,DisappearingVisual,1,34,hotel,0
R_1JDX3Z9l9gsju4x,DisappearingVisual,1,34,shampoo,0
R_1JDX3Z9l9gsju4x,DisappearingVisual,1,34,toaster,1
R_1jIFxZHYtHY7DLQ,Auditory,2,23,brownies,0
R_1jIFxZHYtHY7DLQ,Auditory,2,23,hotel,0
R_1jIFxZHYtHY7DLQ,Auditory,2,23,shampoo,0
R_1jIFxZHYtHY7DLQ,Auditory,2,23,toaster,0
R_1JIsvL1TyCppULT,Auditory,2,55,brownies,1
R_1JIsvL1TyCppULT,Auditory,2,55,hotel,1
R_1JIsvL1TyCppULT,Auditory,2,55,shampoo,1
R_1JIsvL1TyCppULT,Auditory,2,55,toaster,0
R_1JIuqwEYSwOqcid,PermanentVisual,2,35,brownies,1
R_1JIuqwEYSwOqcid,PermanentVisual,2,35,hotel,1
R_1JIuqwEYSwOqcid,PermanentVisual,2,35,shampoo,0
R_1JIuqwEYSwOqcid,PermanentVisual,2,35,toaster,0
R_1jjFoQ3pslsf3CW,Auditory,1,34,brownies,0
R_1jjFoQ3pslsf3CW,Auditory,1,34,hotel,0
R_1jjFoQ3pslsf3CW,Auditory,1,34,shampoo,1
R_1jjFoQ3pslsf3CW,Auditory,1,34,toaster,1
R_1jk8LXQXoLqgMug,DisappearingVisual,1,31,brownies,0
R_1jk8LXQXoLqgMug,DisappearingVisual,1,31,hotel,0
R_1jk8LXQXoLqgMug,DisappearingVisual,1,31,shampoo,0
R_1jk8LXQXoLqgMug,DisappearingVisual,1,31,toaster,1
R_1JL9uH7hDHyzuOm,Auditory,1,30,brownies,1
R_1JL9uH7hDHyzuOm,Auditory,1,30,hotel,1
R_1JL9uH7hDHyzuOm,Auditory,1,30,shampoo,0
R_1JL9uH7hDHyzuOm,Auditory,1,30,toaster,1
R_1JLywts8FwrABnw,DisappearingVisual,1,39,brownies,0
R_1JLywts8FwrABnw,DisappearingVisual,1,39,hotel,0
R_1JLywts8FwrABnw,DisappearingVisual,1,39,shampoo,0
R_1JLywts8FwrABnw,DisappearingVisual,1,39,toaster,0
R_1jMLOmhAnZfXx67,DisappearingVisual,2,59,brownies,1
R_1jMLOmhAnZfXx67,DisappearingVisual,2,59,hotel,1
R_1jMLOmhAnZfXx67,DisappearingVisual,2,59,shampoo,0
R_1jMLOmhAnZfXx67,DisappearingVisual,2,59,toaster,0
R_1jNcfTCTLTQE9I3,Auditory,1,24,brownies,1
R_1jNcfTCTLTQE9I3,Auditory,1,24,hotel,1
R_1jNcfTCTLTQE9I3,Auditory,1,24,shampoo,1
R_1jNcfTCTLTQE9I3,Auditory,1,24,toaster,1
R_1jNX8lITvVEWsme,Auditory,1,40,brownies,0
R_1jNX8lITvVEWsme,Auditory,1,40,hotel,1
R_1jNX8lITvVEWsme,Auditory,1,40,shampoo,0
R_1jNX8lITvVEWsme,Auditory,1,40,toaster,0
R_1JOwCm9JdfRd78W,Auditory,1,19,brownies,1
R_1JOwCm9JdfRd78W,Auditory,1,19,hotel,1
R_1JOwCm9JdfRd78W,Auditory,1,19,shampoo,1
R_1JOwCm9JdfRd78W,Auditory,1,19,toaster,1
R_1JQN244dxrZzwN3,DisappearingVisual,1,45,brownies,0
R_1JQN244dxrZzwN3,DisappearingVisual,1,45,hotel,0
R_1JQN244dxrZzwN3,DisappearingVisual,1,45,shampoo,1
R_1JQN244dxrZzwN3,DisappearingVisual,1,45,toaster,1
R_1jqr2J2Ucp5Jeid,PermanentVisual,1,33,brownies,1
R_1jqr2J2Ucp5Jeid,PermanentVisual,1,33,hotel,1
R_1jqr2J2Ucp5Jeid,PermanentVisual,1,33,shampoo,1
R_1jqr2J2Ucp5Jeid,PermanentVisual,1,33,toaster,1
R_1jUtwwVTAy3qczv,PermanentVisual,2,26,brownies,0
R_1jUtwwVTAy3qczv,PermanentVisual,2,26,hotel,1
R_1jUtwwVTAy3qczv,PermanentVisual,2,26,shampoo,0
R_1jUtwwVTAy3qczv,PermanentVisual,2,26,toaster,0
R_1jv8E23JkCeML6g,PermanentVisual,2,56,brownies,1
R_1jv8E23JkCeML6g,PermanentVisual,2,56,hotel,0
R_1jv8E23JkCeML6g,PermanentVisual,2,56,shampoo,1
R_1jv8E23JkCeML6g,PermanentVisual,2,56,toaster,0
R_1jVOjiGaUiaDEU8,Auditory,2,34,brownies,0
R_1jVOjiGaUiaDEU8,Auditory,2,34,hotel,0
R_1jVOjiGaUiaDEU8,Auditory,2,34,shampoo,1
R_1jVOjiGaUiaDEU8,Auditory,2,34,toaster,1
R_1jVua6kkO8yrxt6,Auditory,1,70,brownies,1
R_1jVua6kkO8yrxt6,Auditory,1,70,hotel,0
R_1jVua6kkO8yrxt6,Auditory,1,70,shampoo,0
R_1jVua6kkO8yrxt6,Auditory,1,70,toaster,0
R_1JW8EPns4xDjRXU,DisappearingVisual,2,67,brownies,0
R_1JW8EPns4xDjRXU,DisappearingVisual,2,67,hotel,1
R_1JW8EPns4xDjRXU,DisappearingVisual,2,67,shampoo,1
R_1JW8EPns4xDjRXU,DisappearingVisual,2,67,toaster,1
R_1jWeJGUxnrOe4TQ,DisappearingVisual,2,47,brownies,0
R_1jWeJGUxnrOe4TQ,DisappearingVisual,2,47,hotel,1
R_1jWeJGUxnrOe4TQ,DisappearingVisual,2,47,shampoo,0
R_1jWeJGUxnrOe4TQ,DisappearingVisual,2,47,toaster,1
R_1jwiaYBh2PjF2J3,PermanentVisual,2,27,brownies,1
R_1jwiaYBh2PjF2J3,PermanentVisual,2,27,hotel,0
R_1jwiaYBh2PjF2J3,PermanentVisual,2,27,shampoo,1
R_1jwiaYBh2PjF2J3,PermanentVisual,2,27,toaster,1
R_1K0zL7QMUCGJ1zE,Auditory,2,43,brownies,0
R_1K0zL7QMUCGJ1zE,Auditory,2,43,hotel,0
R_1K0zL7QMUCGJ1zE,Auditory,2,43,shampoo,0
R_1K0zL7QMUCGJ1zE,Auditory,2,43,toaster,1
R_1K1kAQjUINQ8fhe,DisappearingVisual,2,29,brownies,1
R_1K1kAQjUINQ8fhe,DisappearingVisual,2,29,hotel,1
R_1K1kAQjUINQ8fhe,DisappearingVisual,2,29,shampoo,1
R_1K1kAQjUINQ8fhe,DisappearingVisual,2,29,toaster,0
R_1k2209ekn4F4pvl,Auditory,1,40,brownies,1
R_1k2209ekn4F4pvl,Auditory,1,40,hotel,1
R_1k2209ekn4F4pvl,Auditory,1,40,shampoo,0
R_1k2209ekn4F4pvl,Auditory,1,40,toaster,0
R_1K7HM8tK7eI1D3F,DisappearingVisual,2,20,brownies,1
R_1K7HM8tK7eI1D3F,DisappearingVisual,2,20,hotel,1
R_1K7HM8tK7eI1D3F,DisappearingVisual,2,20,shampoo,0
R_1K7HM8tK7eI1D3F,DisappearingVisual,2,20,toaster,1
R_1K9iAYPX5KZXfRc,PermanentVisual,2,55,brownies,0
R_1K9iAYPX5KZXfRc,PermanentVisual,2,55,hotel,0
R_1K9iAYPX5KZXfRc,PermanentVisual,2,55,shampoo,0
R_1K9iAYPX5KZXfRc,PermanentVisual,2,55,toaster,1
R_1K9m36JBdhPG2U6,DisappearingVisual,2,25,brownies,0
R_1K9m36JBdhPG2U6,DisappearingVisual,2,25,hotel,1
R_1K9m36JBdhPG2U6,DisappearingVisual,2,25,shampoo,0
R_1K9m36JBdhPG2U6,DisappearingVisual,2,25,toaster,0
R_1KdlvuHr5xLt3k6,PermanentVisual,1,32,brownies,1
R_1KdlvuHr5xLt3k6,PermanentVisual,1,32,hotel,0
R_1KdlvuHr5xLt3k6,PermanentVisual,1,32,shampoo,0
R_1KdlvuHr5xLt3k6,PermanentVisual,1,32,toaster,0
R_1KdPJTw0M60LS1D,PermanentVisual,2,61,brownies,0
R_1KdPJTw0M60LS1D,PermanentVisual,2,61,hotel,0
R_1KdPJTw0M60LS1D,PermanentVisual,2,61,shampoo,0
R_1KdPJTw0M60LS1D,PermanentVisual,2,61,toaster,1
R_1KeygkEaKeYB6Mm,Auditory,2,37,brownies,0
R_1KeygkEaKeYB6Mm,Auditory,2,37,hotel,0
R_1KeygkEaKeYB6Mm,Auditory,2,37,shampoo,0
R_1KeygkEaKeYB6Mm,Auditory,2,37,toaster,0
R_1kGD4p6EELi2OsJ,PermanentVisual,2,31,brownies,1
R_1kGD4p6EELi2OsJ,PermanentVisual,2,31,hotel,1
R_1kGD4p6EELi2OsJ,PermanentVisual,2,31,shampoo,1
R_1kGD4p6EELi2OsJ,PermanentVisual,2,31,toaster,1
R_1kGF5a4sYOgnMtm,Auditory,2,67,brownies,1
R_1kGF5a4sYOgnMtm,Auditory,2,67,hotel,0
R_1kGF5a4sYOgnMtm,Auditory,2,67,shampoo,0
R_1kGF5a4sYOgnMtm,Auditory,2,67,toaster,1
R_1kHtJgNO8yOFmOz,Auditory,1,33,brownies,1
R_1kHtJgNO8yOFmOz,Auditory,1,33,hotel,1
R_1kHtJgNO8yOFmOz,Auditory,1,33,shampoo,1
R_1kHtJgNO8yOFmOz,Auditory,1,33,toaster,1
R_1Kj6c4iHPli1wUB,DisappearingVisual,1,29,brownies,0
R_1Kj6c4iHPli1wUB,DisappearingVisual,1,29,hotel,0
R_1Kj6c4iHPli1wUB,DisappearingVisual,1,29,shampoo,1
R_1Kj6c4iHPli1wUB,DisappearingVisual,1,29,toaster,0
R_1KliJV36OADTglx,Auditory,1,26,brownies,0
R_1KliJV36OADTglx,Auditory,1,26,hotel,1
R_1KliJV36OADTglx,Auditory,1,26,shampoo,0
R_1KliJV36OADTglx,Auditory,1,26,toaster,1
R_1kOhdG9dRujT7z8,PermanentVisual,1,22,brownies,1
R_1kOhdG9dRujT7z8,PermanentVisual,1,22,hotel,1
R_1kOhdG9dRujT7z8,PermanentVisual,1,22,shampoo,0
R_1kOhdG9dRujT7z8,PermanentVisual,1,22,toaster,1
R_1KqCl6tDegWG1VC,DisappearingVisual,2,25,brownies,1
R_1KqCl6tDegWG1VC,DisappearingVisual,2,25,hotel,1
R_1KqCl6tDegWG1VC,DisappearingVisual,2,25,shampoo,1
R_1KqCl6tDegWG1VC,DisappearingVisual,2,25,toaster,1
R_1KvbLn2dTCDVwea,PermanentVisual,1,31,brownies,0
R_1KvbLn2dTCDVwea,PermanentVisual,1,31,hotel,0
R_1KvbLn2dTCDVwea,PermanentVisual,1,31,shampoo,0
R_1KvbLn2dTCDVwea,PermanentVisual,1,31,toaster,1
R_1Kx3TEmEer8nMa2,PermanentVisual,2,44,brownies,1
R_1Kx3TEmEer8nMa2,PermanentVisual,2,44,hotel,1
R_1Kx3TEmEer8nMa2,PermanentVisual,2,44,shampoo,1
R_1Kx3TEmEer8nMa2,PermanentVisual,2,44,toaster,1
R_1Kxo87t8uUavtVE,PermanentVisual,2,29,brownies,1
R_1Kxo87t8uUavtVE,PermanentVisual,2,29,hotel,0
R_1Kxo87t8uUavtVE,PermanentVisual,2,29,shampoo,0
R_1Kxo87t8uUavtVE,PermanentVisual,2,29,toaster,0
R_1KyenAGP6cqM05v,PermanentVisual,2,25,brownies,0
R_1KyenAGP6cqM05v,PermanentVisual,2,25,hotel,1
R_1KyenAGP6cqM05v,PermanentVisual,2,25,shampoo,0
R_1KyenAGP6cqM05v,PermanentVisual,2,25,toaster,0
R_1kYoervPhkhk4gj,Auditory,2,31,brownies,1
R_1kYoervPhkhk4gj,Auditory,2,31,hotel,0
R_1kYoervPhkhk4gj,Auditory,2,31,shampoo,1
R_1kYoervPhkhk4gj,Auditory,2,31,toaster,0
R_1l0qWMt1ZDtvalM,PermanentVisual,2,54,brownies,1
R_1l0qWMt1ZDtvalM,PermanentVisual,2,54,hotel,0
R_1l0qWMt1ZDtvalM,PermanentVisual,2,54,shampoo,0
R_1l0qWMt1ZDtvalM,PermanentVisual,2,54,toaster,0
R_1l4zClOvc7hpSfE,PermanentVisual,1,36,brownies,0
R_1l4zClOvc7hpSfE,PermanentVisual,1,36,hotel,1
R_1l4zClOvc7hpSfE,PermanentVisual,1,36,shampoo,0
R_1l4zClOvc7hpSfE,PermanentVisual,1,36,toaster,1
R_1l5del7q4oOyN2F,Auditory,2,39,brownies,1
R_1l5del7q4oOyN2F,Auditory,2,39,hotel,1
R_1l5del7q4oOyN2F,Auditory,2,39,shampoo,1
R_1l5del7q4oOyN2F,Auditory,2,39,toaster,1
R_1l6Pw9ftMTXaDSj,PermanentVisual,1,44,brownies,0
R_1l6Pw9ftMTXaDSj,PermanentVisual,1,44,hotel,0
R_1l6Pw9ftMTXaDSj,PermanentVisual,1,44,shampoo,1
R_1l6Pw9ftMTXaDSj,PermanentVisual,1,44,toaster,0
R_1l6UgrUoq50tvSz,Auditory,1,20,brownies,1
R_1l6UgrUoq50tvSz,Auditory,1,20,hotel,1
R_1l6UgrUoq50tvSz,Auditory,1,20,shampoo,1
R_1l6UgrUoq50tvSz,Auditory,1,20,toaster,1
R_1lAhlHARjVYuMNc,DisappearingVisual,1,22,brownies,0
R_1lAhlHARjVYuMNc,DisappearingVisual,1,22,hotel,0
R_1lAhlHARjVYuMNc,DisappearingVisual,1,22,shampoo,0
R_1lAhlHARjVYuMNc,DisappearingVisual,1,22,toaster,1
R_1LbsYsgGuTnD45W,DisappearingVisual,1,34,brownies,0
R_1LbsYsgGuTnD45W,DisappearingVisual,1,34,hotel,0
R_1LbsYsgGuTnD45W,DisappearingVisual,1,34,shampoo,1
R_1LbsYsgGuTnD45W,DisappearingVisual,1,34,toaster,0
R_1lcpBS4Rfinv3NM,Auditory,1,24,brownies,0
R_1lcpBS4Rfinv3NM,Auditory,1,24,hotel,0
R_1lcpBS4Rfinv3NM,Auditory,1,24,shampoo,0
R_1lcpBS4Rfinv3NM,Auditory,1,24,toaster,0
R_1Lcxel6dXJ1AvuF,DisappearingVisual,2,21,brownies,0
R_1Lcxel6dXJ1AvuF,DisappearingVisual,2,21,hotel,1
R_1Lcxel6dXJ1AvuF,DisappearingVisual,2,21,shampoo,1
R_1Lcxel6dXJ1AvuF,DisappearingVisual,2,21,toaster,1
R_1lfMVSybcS4aamI,Auditory,1,33,brownies,0
R_1lfMVSybcS4aamI,Auditory,1,33,hotel,1
R_1lfMVSybcS4aamI,Auditory,1,33,shampoo,0
R_1lfMVSybcS4aamI,Auditory,1,33,toaster,1
R_1lfPaYCHcN54ptI,PermanentVisual,1,23,brownies,1
R_1lfPaYCHcN54ptI,PermanentVisual,1,23,hotel,0
R_1lfPaYCHcN54ptI,PermanentVisual,1,23,shampoo,0
R_1lfPaYCHcN54ptI,PermanentVisual,1,23,toaster,0
R_1lgyJ54FmRn5FoY,PermanentVisual,1,26,brownies,1
R_1lgyJ54FmRn5FoY,PermanentVisual,1,26,hotel,1
R_1lgyJ54FmRn5FoY,PermanentVisual,1,26,shampoo,1
R_1lgyJ54FmRn5FoY,PermanentVisual,1,26,toaster,1
R_1LH9uARmrXPyvsN,DisappearingVisual,1,46,brownies,1
R_1LH9uARmrXPyvsN,DisappearingVisual,1,46,hotel,1
R_1LH9uARmrXPyvsN,DisappearingVisual,1,46,shampoo,1
R_1LH9uARmrXPyvsN,DisappearingVisual,1,46,toaster,1
R_1LhVjAKpNtJ1u20,PermanentVisual,2,50,brownies,0
R_1LhVjAKpNtJ1u20,PermanentVisual,2,50,hotel,0
R_1LhVjAKpNtJ1u20,PermanentVisual,2,50,shampoo,1
R_1LhVjAKpNtJ1u20,PermanentVisual,2,50,toaster,1
R_1LInAZ9WQNHi4cK,DisappearingVisual,2,57,brownies,0
R_1LInAZ9WQNHi4cK,DisappearingVisual,2,57,hotel,0
R_1LInAZ9WQNHi4cK,DisappearingVisual,2,57,shampoo,1
R_1LInAZ9WQNHi4cK,DisappearingVisual,2,57,toaster,0
R_1LIu06skLygGWot,DisappearingVisual,1,40,brownies,1
R_1LIu06skLygGWot,DisappearingVisual,1,40,hotel,0
R_1LIu06skLygGWot,DisappearingVisual,1,40,shampoo,0
R_1LIu06skLygGWot,DisappearingVisual,1,40,toaster,0
R_1LjwX7W8RrcKICY,DisappearingVisual,1,23,brownies,1
R_1LjwX7W8RrcKICY,DisappearingVisual,1,23,hotel,1
R_1LjwX7W8RrcKICY,DisappearingVisual,1,23,shampoo,1
R_1LjwX7W8RrcKICY,DisappearingVisual,1,23,toaster,1
R_1LMyY4wYCtw8R6S,Auditory,1,55,brownies,1
R_1LMyY4wYCtw8R6S,Auditory,1,55,hotel,1
R_1LMyY4wYCtw8R6S,Auditory,1,55,shampoo,0
R_1LMyY4wYCtw8R6S,Auditory,1,55,toaster,0
R_1Lnh98uhNt1kB8H,Auditory,2,37,brownies,0
R_1Lnh98uhNt1kB8H,Auditory,2,37,hotel,1
R_1Lnh98uhNt1kB8H,Auditory,2,37,shampoo,0
R_1Lnh98uhNt1kB8H,Auditory,2,37,toaster,1
R_1LNhdJk82ivJ6LL,DisappearingVisual,1,34,brownies,1
R_1LNhdJk82ivJ6LL,DisappearingVisual,1,34,hotel,1
R_1LNhdJk82ivJ6LL,DisappearingVisual,1,34,shampoo,1
R_1LNhdJk82ivJ6LL,DisappearingVisual,1,34,toaster,1
R_1LOwD4FT5nA4Hjz,DisappearingVisual,1,33,brownies,0
R_1LOwD4FT5nA4Hjz,DisappearingVisual,1,33,hotel,0
R_1LOwD4FT5nA4Hjz,DisappearingVisual,1,33,shampoo,0
R_1LOwD4FT5nA4Hjz,DisappearingVisual,1,33,toaster,0
R_1LpXVnP7vbgcDzB,PermanentVisual,2,23,brownies,1
R_1LpXVnP7vbgcDzB,PermanentVisual,2,23,hotel,1
R_1LpXVnP7vbgcDzB,PermanentVisual,2,23,shampoo,1
R_1LpXVnP7vbgcDzB,PermanentVisual,2,23,toaster,1
R_1lrGeSh0SwH7qcV,PermanentVisual,2,64,brownies,1
R_1lrGeSh0SwH7qcV,PermanentVisual,2,64,hotel,1
R_1lrGeSh0SwH7qcV,PermanentVisual,2,64,shampoo,1
R_1lrGeSh0SwH7qcV,PermanentVisual,2,64,toaster,1
R_1lsOs8QBUrQyvYS,Auditory,1,30,brownies,0
R_1lsOs8QBUrQyvYS,Auditory,1,30,hotel,0
R_1lsOs8QBUrQyvYS,Auditory,1,30,shampoo,0
R_1lsOs8QBUrQyvYS,Auditory,1,30,toaster,0
R_1luBR6kAvUcpyxH,DisappearingVisual,2,35,brownies,0
R_1luBR6kAvUcpyxH,DisappearingVisual,2,35,hotel,0
R_1luBR6kAvUcpyxH,DisappearingVisual,2,35,shampoo,1
R_1luBR6kAvUcpyxH,DisappearingVisual,2,35,toaster,1
R_1LvbF1ZFvgNnWDj,PermanentVisual,1,59,brownies,0
R_1LvbF1ZFvgNnWDj,PermanentVisual,1,59,hotel,0
R_1LvbF1ZFvgNnWDj,PermanentVisual,1,59,shampoo,0
R_1LvbF1ZFvgNnWDj,PermanentVisual,1,59,toaster,0
R_1LvRCUPfcFoNoI0,Auditory,1,24,brownies,0
R_1LvRCUPfcFoNoI0,Auditory,1,24,hotel,1
R_1LvRCUPfcFoNoI0,Auditory,1,24,shampoo,1
R_1LvRCUPfcFoNoI0,Auditory,1,24,toaster,0
R_1LvryIUxJs0nXNv,PermanentVisual,2,23,brownies,0
R_1LvryIUxJs0nXNv,PermanentVisual,2,23,hotel,1
R_1LvryIUxJs0nXNv,PermanentVisual,2,23,shampoo,0
R_1LvryIUxJs0nXNv,PermanentVisual,2,23,toaster,1
R_1M3yUXe72hKDi3x,DisappearingVisual,1,35,brownies,0
R_1M3yUXe72hKDi3x,DisappearingVisual,1,35,hotel,0
R_1M3yUXe72hKDi3x,DisappearingVisual,1,35,shampoo,0
R_1M3yUXe72hKDi3x,DisappearingVisual,1,35,toaster,0
R_1mejTaFYIA2prFK,Auditory,1,21,brownies,1
R_1mejTaFYIA2prFK,Auditory,1,21,hotel,1
R_1mejTaFYIA2prFK,Auditory,1,21,shampoo,1
R_1mejTaFYIA2prFK,Auditory,1,21,toaster,0
R_1mENLDFfWHvmhQE,PermanentVisual,2,50,brownies,0
R_1mENLDFfWHvmhQE,PermanentVisual,2,50,hotel,1
R_1mENLDFfWHvmhQE,PermanentVisual,2,50,shampoo,0
R_1mENLDFfWHvmhQE,PermanentVisual,2,50,toaster,0
R_1mhpy0rDhWuxVDC,DisappearingVisual,2,44,brownies,1
R_1mhpy0rDhWuxVDC,DisappearingVisual,2,44,hotel,0
R_1mhpy0rDhWuxVDC,DisappearingVisual,2,44,shampoo,0
R_1mhpy0rDhWuxVDC,DisappearingVisual,2,44,toaster,1
R_1mIWvzmOWMiGncv,DisappearingVisual,1,26,brownies,1
R_1mIWvzmOWMiGncv,DisappearingVisual,1,26,hotel,1
R_1mIWvzmOWMiGncv,DisappearingVisual,1,26,shampoo,1
R_1mIWvzmOWMiGncv,DisappearingVisual,1,26,toaster,1
R_1mjST7u5xqiDJ96,Auditory,2,35,brownies,1
R_1mjST7u5xqiDJ96,Auditory,2,35,hotel,0
R_1mjST7u5xqiDJ96,Auditory,2,35,shampoo,0
R_1mjST7u5xqiDJ96,Auditory,2,35,toaster,0
R_1MK97ZqzUy7BEB8,PermanentVisual,1,29,brownies,0
R_1MK97ZqzUy7BEB8,PermanentVisual,1,29,hotel,0
R_1MK97ZqzUy7BEB8,PermanentVisual,1,29,shampoo,0
R_1MK97ZqzUy7BEB8,PermanentVisual,1,29,toaster,0
R_1mkCIGkzgeBCH8C,PermanentVisual,1,29,brownies,1
R_1mkCIGkzgeBCH8C,PermanentVisual,1,29,hotel,0
R_1mkCIGkzgeBCH8C,PermanentVisual,1,29,shampoo,0
R_1mkCIGkzgeBCH8C,PermanentVisual,1,29,toaster,0
R_1MKF7J6t9f2Axqb,DisappearingVisual,1,34,brownies,1
R_1MKF7J6t9f2Axqb,DisappearingVisual,1,34,hotel,1
R_1MKF7J6t9f2Axqb,DisappearingVisual,1,34,shampoo,1
R_1MKF7J6t9f2Axqb,DisappearingVisual,1,34,toaster,1
R_1MLP29T4QAlPKyj,Auditory,2,33,brownies,1
R_1MLP29T4QAlPKyj,Auditory,2,33,hotel,1
R_1MLP29T4QAlPKyj,Auditory,2,33,shampoo,1
R_1MLP29T4QAlPKyj,Auditory,2,33,toaster,1
